,urls
915,www.dancelife.ru
916,https://akihabara.su
917,http://www.box-brateevo.ru
918,www.tatl-shop.ru
919,https://championika.ru/
920,https://favoritnr1.com
921,lokomotiv_podslyshka
922,Apples and apples
923,https://fcformula.ru
924,http://shiyanbin.ru/AboutKids
925,www.nightproject.ru
926,www.universal-public.ru
927,fc-alektan.narod.ru
928,football-health.ru
929,http://www.fecht.ru/
930,http://hodori.ru/
931,t.me/MLBchat
932,scsw.ru
933,@volleyberigi
934,rusvoin.info
935,dufl.ru
936,http://kurkino.football.tilda.ws
937,https://www.scsambo70julebino.ru/
938,http://lfl.ru/club1094 http://lfl.ru/club2212
939,sport-print.ru
940,http://www.timacad.ru/faculty/ped/fizkultura/index.php
941,hockey24.vesti.ru
942,футболдетям.рф
943,http://allmlb.ru
944,baseball-moscvich.umi.ru
945,http://forum.wsdance.com/index.php?act=idx
946,http://rosa-more.ru
947,www.boxinghall.ru
948,lilballerine.ru
949,http://athockey.ru
950,http://www.kungfu-moskva.ru
951,www.cska-mini.ru
952,http://www.varyag-club.ru/
953,http://96.music.mos.ru/
954,http://imperialdance.ru/
955,www.ultra-fitness.ru
956,http://www.ivara.ru/
957,http://allsport-video.ru
958,http://www.hustledance.ru
959,http://tabletennis.hobby.ru/
960,http://sportschool-24.ru/
961,http://vigodnee.ru/beysbolki-optom-48/
962,http://tviks-dance.ru/
963,www.mgou.ru
964,https://www.bmwboxerclub.com/
965,дабалю дабалю дабалю точка солнцево БИ4 точка нет
966,контакт
967,http://piraniaclub.ru
968,https://www.archezon.ru/
969,http://www.sambo70.ru/     http://azef-1.ya.ru/index_fotki.xml#y5__id24
970,http://www.hustleplus.ru
971,https://fintgame.ru/
972,moscow-show.com
973,теннис
974,http://athena-dance.ucoz.ru/
975,http://dzentai.ru
976,http://shop.trast-zapchast.ru
977,chesskfmgu
978,http://www.rugbymoscow.ru/
979,www.footballmsk.ru
980,vipgroup.net
981,http://diary.ru/~titanikslip/
982,www.rusathletics.ru
983,profcoma.net
984,http://yayadance.ru
985,www.strelamuaythai.ru
986,http://playfy.ru
987,www.abik.ru
988,http://www.probalet.ru/
989,http://zaryadkaclub.ru/o_klube/shkola_edinoborstv/
990,www.saxar-club.ru
991,mirsambo. com
992,style-box.ru
993,http://novikov.music.mos.ru
994,"Позже создам,мои любимые!"
995,http://showflashstyle.ru/
996,visions-dance.ru
997,www.alexandrasherling.ru
998,www.beatsoulstep.ru
999,ЦарьМузыка.РФ
1000,http://nilina-auto.ru/
1001,rus.box.kongrem.ru
1002,http://kc-hockey.ru/
1003,http://Dancesport.ru
1004,borbazaprava.ru
1005,quest-in-box.ru
1006,"www.MBL.su, www.moscow-basket.ru"
1007,www.bsambo.ru www.mixfight.ru
1008,babolat.ru
1009,http://sani-1.wixsite.com/irboks
1010,https://teleg.run/Lupusvitae
1011,www.mucover.ru
1012,http://tv-fan.com
1013,pro100cho.ru
1014,http://project-mad.com
1015,www.hockeyinstincts.ru
1016,http://www.дюсш58.рф/
1017,http://print-one-ru.1gb.ru/
1018,www.climbcity.ru
1019,www.Judo.ru
1020,ballet-studio-taranda.com
1021,https://rocksbox.ru/
1022,warningpeople.ru
1023,www.projection.dance
1024,http://www.hustle-center.ru
1025,www.teammixer.ru
1026,http://danceschool.moscow/
1027,http://www.vsemposuveni.ru/
1028,http://championat-hockey.ru
1029,http://mba-mossport.ru/
1030,http://chess-nards.ru/
1031,http://web-gorod.su
1032,http://designbox.su/
1033,Indahair.ru
1034,http://bulatgold.ru/
1035,https://sambo.sport
1036,badm.pro
1037,discofoxworld.ru
1038,t-youshop.ru
1039,www.todes.biz
1040,http://client.mirstavok.com/auth/register?ref=179675
1041,www.hockey77.ru
1042,www.boxerpab.ru
1043,fun-movie.ru/nescafe/
1044,http://etalon.dance/
1045,http://miralf.ru/
1046,stolitsa-ballet.ru
1047,http://www.minifutbol.ucoz.ru/
1048,http://acid-shop.ru
1049,http://www.highschoolmusical.com http://hsmonly.forum2x2.ru/forum.htm
1050,http://ima-lianozovo.ru/
1051,http://www.xn--b1akkl.xn--p1ai/
1052,fabrikabasket.ru
1053,http://www.kfk1.ucoz.ru/
1054,http://viva.igfirm.com/
1055,http://www.championat.ru/football/
1056,https://www.livemaster.ru/valeriyakrylova
1057,https://www.showballetluxurywomen.com/
1058,http://www.nellidance.ru/
1059,http://www.ВМайке.рф
1060,http://dmsh68.ucoz.ru/
1061,http://fsbbsport.ru
1062,www.mrshockey.ru
1063,http://dancemuzika.ru/
1064,www.tanclandia.ru
1065,http://horeografiya.romantsov.tv/
1066,https://voinclub77.ru
1067,www.mv.org.ru
1068,"(Сайт временно не доступен, приносим свои извинения.)"
1069,http://mirsambo.ru/
1070,http://sportfort.ru/fczelenograd/HomePage
1071,http://dmsh-asafyeva.msk.ru/
1072,http://www.risovanie.ru/index.html
1073,www.viragemoscow.com
1074,http://mrsss.nagradion.ru/tournament2778/team/28769/players
1075,www.tverjudo.ru
1076,https://educhess.ru
1077,http://www.slamdunk.su
1078,damo.ru  ichido.ru
1079,https://soccershop.ru
1080,http://www.rmasv-mos.ru/
1081,www.fc-admiral.ru
1082,http://svadebniy-tanec.com/  Хит-Дэнс.рф
1083,volleylab.ru
1084,http://udalm.com
1085,PLANETJUDO.RU
1086,pvl12.chat.ru
1087,http://www.dynamo-bandy.ru
1088,http://checklive.ru
1089,http://capitals.nhl.com/?navid=nav-teamnav-wsh
1090,http://www.crazy-japan.ru
1091,"Тренировки, набор в группу для занятий хоккеем, создание женской любительской хоккейной команды..."
1092,kungfu-laos.ru
1093,https://www.sells-masita.ru
1094,www.blackpuck.ru
1095,www.skirun.ru
1096,https://terball.ru/volleyball
1097,basketball.mipt.ru
1098,http://goldglove.ru/
1099,www.shkola-baleta.ru
1100,дзюдо
1101,www.yabloko.ru
1102,http://www.gotennis.ru/players/WTA/Inna%20Bondarenko.html#
1103,ЦВр н сумском
1104,http://www.klushki.su/
1105,http://disney.go.com/Narnia/
1106,livemetod.ru
1107,http://skisport.ru/  www.biathlonworld.com
1108,laplageclub.ru
1109,http://attina.ru
1110,"http://pradarclub.ru/about/kolmakof,http://kskataman.ru/index/0-4"
1111,http://фшм-2003.рф/
1112,http://www.fss.rs/
1113,Chess-News.ru
1114,http://angelovo.academy/
1115,printanika.ru
1116,https://www.elastico.su/mskszao
1117,http://combatboxing.ru/
1118,www.safinator.com www.tennis.com
1119,chess4you.ru
1120,http://muzykalnaya-shkola.ru
1121,club32433501
1122,https://t.me/SportClubTelegramm
1123,http://www.fhr.ru
1124,www.ladsshop.ru
1125,fhr.ru
1126,www.lubyanka13.ru
1127,http://chesnokov.music.mos.ru/
1128,http://www.sport-nardy.com/new/school.php?id=117
1129,www.aqua-nemo.ru
1130,http://www.cskabasket.ru
1131,ivara.ru
1132,www.sports.ru/tribuna
1133,http://sch2101.mskobr.ru/
1134,www.golos-zemli.com
1135,www.isu.org
1136,Kickz4u.ru
1137,basketball-tip.ru
1138,Борьба зал.ru
1139,www.at-dance.ru
1140,www.sambo70.ru/
1141,vincentballet.com
1142,turnir-online.ru
1143,https://donumbox.ru/
1144,http://colibridance.ru
1145,http://www.tennis-individual.ru
1146,http://www.furor-show.ru/
1147,risuy.info@gmail.com
1148,гребля.москва
1149,http://at-dance.ru/
1150,boxing-raund.ru
1151,http://www.zaleevteam.ru
1152,http://vsevmeste.org/shkola-baleta-shchelkunchik
1153,www.ligaFskate.ru
1154,http://www.mbcdynamo.ru/
1155,hkplaneta.ru
1156,http://timla.ucoz.ru
1157,gadjetmsk.ru
1158,http://www.fa.ru/DEP/UVR/TEAMS/Pages/default.aspx
1159,http://shino-box.ru/
1160,"www.FHR.ru , www.KHL.ru, www.VHLRU.ru, www.MHL.KHL.ru, www.iihf.com, www.usahockey.com, www.theahl.com"
1161,www.boxing-art.ru (495)518-09-65
1162,http://www.boxofficeindia.co.in/
1163,http://livechess.ru
1164,http://www.judo-sambo.com/forum/3
1165,lifefight.ru
1166,www.fc-zarya.ru
1167,http://www.bigpot.ru/poker-tshirts.php
1168,rfhockey.ru
1169,https://footballlab.ru/
1170,sport-stankin.ru
1171,http://spc.moskvatennis.ru
1172,http://profiball.ru
1173,basketbol
1174,2
1175,www.igry-nastolnye.ru
1176,footbattle.ru
1177,http://www.sovsport.ru/ http://victoryleague.ru/index.html
1178,www.nakover.ru
1179,https://vk.me/club181726684
1180,http://www.odnoklassniki.ru/zhenskoesa
1181,Betonfootball.eu
1182,https://box69.ru
1183,http://G-Foot.ru/
1184,slam-basket.ru
1185,пока нету
1186,http://www.skatemaster.ru
1187,Memory-box.ru (в разработке)
1188,hsefootball.ru
1189,www.strip-studio.ru
1190,http://www.burevestnik-sport.narod.ru
1191,dogsbox.su
1192,G-style.su
1193,http://fivb.narod.ru/
1194,www.хоккеич.рф | www.ice-family.ru
1195,www.stelladance.ru
1196,http://www.biograph.ru/bank/zarm.htm
1197,http://культура-дома.рф/kursy/nauchitsya_tantsevat/index.php
1198,www.M.A.$.H.A. РУЛИТ.ru
1199,www.leadershow.ru
1200,www.kseniajdanova.com
1201,http://psyhomasters.ru/
1202,http://www.stanislavskymusic.ru/
1203,http://alekseev.music.mos.ru/
1204,ИНФОРМАЦИОННЫЙ ПОРТАЛ О БАСКЕТБОЛЕ
1205,http://chess.afly.ru
1206,sox-box.ru
1207,http://www.sambo-profi.com/school
1208,https://bit.ly/2VqWXlH
1209,http://jam-dance.ru
1210,www.discofoxworld.ru
1211,"park-gorkogo.com, pioner-cinema.ru"
1212,www.chess-palace.ru
1213,www.fksr.ru
1214,RBS-theatre.com
1215,www.insomnia-show.ru
1216,https://www.nashaigra.ru/
1217,boxer112.forum2x2.ru
1218,https://ask.fm/overheardcska
1219,http://даривсем.рф
1220,проф-бокс.рф
1221,http://www.hustle-center.ru/
1222,http://asicsshop.tk
1223,http://ivara.ru/prepodavateli-s/129-ekaterina-egorova-2
1224,vhokkee.com
1225,www.rpu-dance.ru
1226,http://www.scvympel.ru/  http://www.mfight.ru/
1227,www.likasta.show
1228,http://ldfl.ru/
1229,pfs-champion.ru
1230,http://www.urokirisovaniya.ru/
1231,www.khl.ru         www.mhl.khl.ru
1232,www.sambo.ru
1233,www.taktika.in
1234,http://butovo-boxing.ru/                   http://butovo-fitness.ru/
1235,забейтеи танцуйте
1236,www.fcball.ru
1237,http://archeryring.ru/
1238,http://jtapia.vstu.edu.ru/forum/
1239,http://www.nashavtoprom-shop.com
1240,jam-dance.ru
1241,http://www.suzukimusic.ru
1242,WWW.DANCEZAVOD.RU
1243,http://www.kurobas.com/
1244,totem-fight.ru
1245,http://gramview.com/gavrilin.evgeny
1246,http://www.liveinternet.ru/community/fk_baleta_sl/
1247,rfootball.com
1248,http://www.musicschool91.ru/
1249,Golden-sands-art
1250,https://artkatura.wixsite.com/spontannoe1
1251,http://arenskiy.music.mos.ru
1252,icereport.ru
1253,alinagerasimova.ru/
1254,WRESTRUS.RU
1255,https://american-boxing.com/
1256,http://www.gambiter.ru/chess.html
1257,sport-holiday.ru
1258,www.Konkur.ru
1259,mfl.angelovo-sport.ru
1260,http://alexgyver.ru/gyvermod/
1261,www.shmax.ru
1262,http://club.migsu.ranepa.ru/
1263,balletremix.ru
1264,www.perun-pro.ru
1265,www.agata1991.ru
1266,http://legion-boxing.ru/index
1267,www.dck-shans.ru
1268,http://championika.ru
1269,https://chessmusical.ru/
1270,http://footliga.ru
1271,https://www.kipasports.ru/
1272,http://youngrollers.okis.ru/
1273,www.ruf.ru
1274,www.badminton.ru   или  www.yonex.ru
1275,http://boxfr.ru/
1276,http://android-tv-pristavka.ru/
1277,http://74.music.mos.ru  E-mail: dmsh74@mail.ru
1278,mpeisport.ru
1279,www.m-m-a.ru
1280,www.turbo-tochka.com
1281,http://amfr.ru/league/stud-league/
1282,http://mboxtv.ru/
1283,www.золотыеперчатки.рф
1284,http://printom.tilda.ws
1285,www.fightsklad.ru
1286,http/www.дюсш 82 .ru
1287,mssg.me/juniormoscow
1288,http://hc-ks.ru
1289,www.ekzone.ru
1290,www.stasboxing.ru
1291,http://www.judo-russia.com/
1292,http://www.sharupich.com/
1293,цдка.рф
1294,http://styleclub.ru/
1295,а моя страничка в контакте подойдёт
1296,Schoolball.ru
1297,плавание
1298,http://www.akterstudio.ru/
1299,http://www.club-expromt.ru/
1300,https://www.ligapechati.ru/
1301,www.dina2002.ru
1302,http://frunzebox.ru/
1303,SAMBO.RU
1304,https://teatrn.ru/
1305,mybaseball.ru
1306,www.Youtabe.ru
1307,www.badminton.ru
1308,www.baletvorobyova.sitecity. ru
1309,http://www.fond-pvb.ru
1310,www.amsterdamboxing.ru
1311,https://netboxpro.ru
1312,http://streetballer.ru/
1313,arme.ru
1314,http://victory-camp.ru
1315,http://www.rugby-tushino.ru/
1316,http://balforum.net/forum/viewtopic.php?f=25&t=3916&start=90
1317,http://new-hope.ru/sportivnaya-magneziya
1318,iskrahockey.com
1319,Lookbanff.com
1320,www.box25-3.ru
1321,http://abk-art.ru/
1322,http://polekort.ru
1323,https://www.championika.ru/
1324,http://msuathletics.ru/
1325,http://www.dancehustle.ru
1326,http://zhuravlevmv.com
1327,http://za-me4toj.ru
1328,http://super-putin.ru/
1329,rugbysnow.ru
1330,http://www.showballetmalina.com/
1331,http://sportsmen.ru
1332,http://www.showtimedancer.ru/
1333,www.club3v.ru
1334,http://s-basket.ru/
1335,http://project140886.tilda.ws
1336,www.hockey-star.ru
1337,http://millionaudio.org/
1338,www.hustlebook.ru
1339,www.machess.ru
1340,https://vk.me/join/AJQ1d6rTKAwm3AIAGIGHsgS2
1341,вавав
1342,http://krasnyugolok.ru/
1343,www.sport-stadion.ru
1344,http://betsnow.blogspot.com
1345,https://www.ahbox.ru/
1346,http://msk.footbolika.ru/ul-novozavodskaya-27
1347,showtimedancer.ru
1348,http://shvatka-club.ru/
1349,http://evas-auto.ru
1350,http://fabrikafutbola.ru
1351,https://www.shifuyu.ru/
1352,hustle.msk.ru
1353,mlb.com
1354,https://www.indigo-pro.com/
1355,http://www.hustle-center.ru/index.php?context=learning&target=teaching-hustle-beginner-zueva
1356,www.ProspectAvenue.ru/?utm_source=vk
1357,PlayBasket.ru
1358,printez.ru
1359,https://terball.ru/badminton
1360,www.rocketman.com
1361,http://moscowschool54.ru/outclass/sambo.htm
1362,http://am-music.ru/
1363,https://coolbat.ru
1364,http://www.2ostrov.ru/hustle_storozhev.php
1365,http://megapolisdance.ru/
1366,http://kids-hockey.com/
1367,https://www.lazuritrgs.com/
1368,http://www.waterpolonline.ru/
1369,еще нет)))
1370,https://www.elastico.su/mit
1371,https://sambo.msk.ru/
1372,http://whc2016.ru/
1373,https://www.music-school-solist.ru/
1374,rusathletics.info
1375,http://quickdancephoto.ru/
1376,http://fcdynamo.ru/
1377,http://mgfso.ru/sk-korall
1378,краска карандащ
1379,http://cskabasket.com/
1380,http://2015coll.cipocollection.com/index.php?route=product/category&path=59_99
1381,http://judo4kids.ru
1382,http://films.imhonet.ru/element/9762464/
1383,В разработке
1384,http://podkatki.ru
1385,footorg.ru
1386,http://www.school-boxing.ru/
1387,http://paperbox.myarena.ru/sourcebans/index.php?p=home
1388,http://www.team-basket.ru
1389,http://torpedo-dso.ru/blog/volleyball/
1390,abvg-ka.ru
1391,www.OZDS.ru
1392,http://volleyplay.ru
1393,www.slamdank@mail.ru
1394,meteorboxing.ru
1395,http://boxsteam.ru/
1396,http://www.tigerbadm.com/
1397,http://www.bkfalkon.ru/
1398,Football_498
1399,http://eldzudo.ucoz.ru/
1400,msk.gymbalance.ru
1401,chillychacha.ru
1402,baleton.ru
1403,zippo88.prostoprint.com
1404,крекююру
1405,mshlive.ru
1406,www.forma.wallst.ru
1407,http://www.deafsportmos.ru/
1408,http://www.dms8.ru/
1409,http://mazaica.ru/spontannoe/
1410,www.SmileDance.ru/discojam
1411,www.helpboxer.ru
1412,lhf.lv
1413,http://www.galatasaray.org/basketbol/
1414,http://хеттрик.рф
1415,vk/com
1416,www.schelkunchik.ru
1417,http://vldinamo.ru/
1418,www.sportkult.ru
1419,http://ok.ru/group52523880153183
1420,http://basketballterritory.ru/
1421,thaiboxing.ru
1422,http://novikov.music.mos.ru/
1423,edinoborec77.ru
1424,www/ru
1425,extrimpower.ru
1426,www.angelritma.ru
1427,http://msu-boxing.ru/
1428,http://dolphins.prekrasnoe.ru/adres.php
1429,http://easy.run/
1430,http://www.1perchatka.ru/
1431,http://sport.natjob.ru/
1432,http://www.hockeyplus.ru
1433,http://trumarballet.ru/
1434,http://3liga.ru; zolostsport.ru;  http://burevestnik-sport.narod.ru/;  http://mos.f-ball.ru/
1435,https://www.balletlpp.com/
1436,http://www.fctf.ru
1437,http://savate.moscow/
1438,http://www.japan-sumo.ru
1439,http://mu.onfireparadise.com/
1440,в контакте
1441,www.sambo-totem
1442,http://dshi-mitino.ru/
1443,"plavanie.info , nickolaevajulya.wix.com/swimeasy"
1444,https://t.me/Box_set
1445,VSVSVSVSVSVSVSVSVSVSVSVSVSVSVS
1446,https://lyadov.music.mos.ru/
1447,http://www.reveranss.ru/
1448,www.fili-rugby.ru
1449,www.protiv klonov.ru
1450,http://rokaclub.ru/
1451,http://zveri.rutiki.ru/moi-hudozhestva/
1452,http://dancelab.pro/
1453,https://studiogrig.ru/
1454,www.icewolves.ru
1455,www.студенческийспорт.рф
1456,fc-z.ru
1457,к сожалению его нет
1458,http://www.marynoboxingclub.ru
1459,http://tripolitaniya-box.jimdo.com
1460,nashhockey.myprintbar.ru
1461,www.maiki-na-zakaz.ru
1462,http://www.tmgame.ru/reg/reg.php?ref=d227b80f8984ae593d64beaef24ba50d
1463,http://tariverdiev.music.mos.ru/
1464,http\\vkontakte
1465,https://combat-sambo.tiu.ru
1466,http://www.ofpaper.ru/
1467,www.terrasport.ru
1468,http://golovanov.music.mos.ru
1469,www.studentsport.ru www.msgpa.ru
1470,www.box-41.ru
1471,https://n116557.yclients.com/
1472,http://hustledance.ru
1473,www.2015kallista.com
1474,www.100fit.ru
1475,silovoekatanie.ru
1476,http://sportgymnastic.ru
1477,www.artbogema.com
1478,http://www.girl-power.club/
1479,Российский бейсбол.
1480,"http://vol.sochi2014.com/, http://www.sochi2014.com/"
1481,http://alballet.ru
1482,http://andreev.music.mos.ru/
1483,http://www.megapolisdance.ru/
1484,www.familymusic.ru
1485,http://dancehustle.ru/forum/index.php?showtopic=1789
1486,www.waterpolo.ru
1487,lafoot.ru
1488,Старшая: http://amfr.ru/league/womanhighest/clubs/snezhana/      Младшая: http://amfr.ru/league/9may
1489,http://chess959.com/
1490,www.ultimate-poker.ru
1491,http://rusfoot.ru/
1492,http://m-hockey.ru
1493,беесет
1494,http://pes5.pesmanager.net/forum/index.php
1495,detivbalete.com
1496,www.oktakem.ru
1497,http://bauman_league.join.football/
1498,www.mixed-wrestling.biz
1499,рандори.рф
1500,http://www.volley.ru/
1501,http://www.sportmaster.ru/catalog/sport/regbi/
1502,www.judo.ru
1503,http://www.shootingcenter.ru/
1504,http://tenisnik.ru
1505,beachsoccer.ru
1506,http://www.boxingclub.msk.ru/
1507,http://www.sportedu.ru/
1508,http://www.flowknife.ru
1509,risiut_vse
1510,www.sporttec.ru    www.newbreath.ru
1511,http://goldenveiser.music.mos.ru/
1512,http://www.iskra-sport.ru/
1513,http://rusboxing.ru
1514,http://www.ovechkinfans.com
1515,http://futbolki.space
1516,http://polomokauto.net/
1517,http://fightforlive.rolebb.ru
1518,"https://best-hustle.ru, https://hustle-samolet.ru"
1519,Sports-figures.ru
1520,http://www.rugbysport.ru/
1521,cos-box.ru
1522,http://www.renardance.ru/
1523,http://bokseru.ru/
1524,chessday.ru
1525,http://eurocap2012.ru/
1526,http://www.your-fight.com/
1527,"Деньги на веб-сайт появились, тока он всё равно не нужен)"
1528,http://ballet-reverence.ru/
1529,http://www.sumirea.ru/topic6565.html
1530,http://www.krasnyugolok.ru
1531,http://kinogb.ru/u-kanal/
1532,http://www.svk-club.ru/
1533,Вышивка-на-одежде.рф
1534,http://www.amadeus-show.ru/
1535,http://bulbulcentr.ru/msk/
1536,play-table-tennis.ru
1537,cubicgame.net
1538,https://www.hckatusha.com/
1539,sumod.ru
1540,www.gloriabasket.com
1541,ftbl.ru
1542,http://nvlsport.ru
1543,http://ruprinter.com
1544,любитили дзюдо и  спорта
1545,http://www.hse.ru/org/hse/sport/spartak
1546,https://bmw-parts.club/
1547,-
1548,мы/устроим/им/настоящий/звездец
1549,www.badm.ru
1550,http://badminton5.ru/
1551,http://500tolstovok.ru
1552,в процессе
1553,www.ranetki.ru
1554,footfanshop.ru
1555,www.padance.ru
1556,"http://www.3-liga.ru  , http://www.mosff.ru/"
1557,www.sportvolna.ru
1558,http://moscowcityballet.com/ru/
1559,russwimming
1560,www.mambotime.ru
1561,http://spartakrugby.ru/
1562,sports.ru/dt
1563,http://www.bsambo.ru/
1564,www.caesarpromotion.ru
1565,http://hustle-sa.ru/
1566,http://universal-public.ru
1567,http://oldschoolclub.clan.su
1568,tancpole.ru
1569,-----------------------------------------------------------------
1570,http://basketmsk.ru/
1571,http://www.factoryinthebox.com
1572,веб-сайта нет - идет обед!
1573,ipadpainting.ru
1574,91.music.mos.ru
1575,3dance.ru
1576,http://www.street-football.ru/
1577,www.rpfm.ru
1578,http://sch113uz.mskobr.ru
1579,Instagram @aleksandrovboxingclub
1580,http://mosathletics.ru
1581,http://winx-winx.com/photo/kukly_winx/10
1582,www.judosambo.od.va
1583,http://atlant-mo.ru/
1584,http://styleclub.ru/festival-14
1585,http://www.vsemayki.ru/?ref=4784
1586,topdancer.ru
1587,Осовел
1588,александр-поветкин.рф        русский-витязь.рф
1589,http://профцвет.рф
1590,http://schoolballet.com
1591,http://fitpapa.ru/
1592,http://airbody.ru/
1593,Конный спорт 4534531
1594,http://sportlife.ucoz.org/
1595,http://wamsport.com
1596,www.sambo70.ru
1597,www/ytne/ry
1598,www.rustt.ru
1599,скоро )))
1600,http://www.tais.biz
1601,http://www.gotennis.ru/
1602,http://www.lifeinhockey.ru/
1603,http://bit.ly/2GxRXUn
1604,http://www.rafencing.ru/
1605,www.studio-risuem.com
1606,ckachat-chess.ru
1607,torpedo-sport.ru
1608,http://goritsa.ru/   http://www.absgb.ru/
1609,http://narushaem.net
1610,https://ice-hockey-stat.com
1611,Пока нет.ru
1612,katok.top
1613,движениевверх.рф
1614,www.panterabasket.com
1615,https://icefusion.ru/
1616,http://www.rugby-tushino.ru
1617,http://beckyhammon.ru- сайт фанов Бекки        http://yatv.ru/spartakvidnoje/- трансляции матчей
1618,www.rioshow.ru
1619,http://podmedia.ru
1620,http://trexgorkachess.com
1621,http://www.hustle-center.ru/invision/index.php?showtopic=10297
1622,www.basketform.ru
1623,klushki.net
1624,http://www.tennis-moscow.ru/
1625,http://grandboxing.ru/
1626,www.club-perspektiva.ru
1627,http://www.showkristy.com/
1628,http://smashpoint.ru
1629,http://premier-football.ru/
1630,http://sambo-70
1631,www.terrasport.ru/Solntsevo/Plan_s.aspx
1632,http://www.miit.ru/
1633,http://school-football.ru/
1634,Instagram : hc_olimp_moscow
1635,www.ice-melt.narod.ru
1636,http://flexfit-headwear.ru/
1637,box-bouquet.ru
1638,http://rin-car.ru/
1639,http://chmp.com.ua/
1640,Клуб боевых единоборств | Wix.com gamersanek87.wix.com
1641,arttutor.ru
1642,http://hustle.dance
1643,www.crestbook.com
1644,http://xbox-army.forum2x2.ru/forum
1645,www.zebrafitness.ru
1646,www.epicarmor.ru
1647,http://www.mitht.org/sport
1648,metaintegra.center
1649,http://www.sportlegion.ru
1650,openvolley.ru
1651,http://www.rsute.ru/
1652,http://trampolinehouse.wix.com/prijkinabatute
1653,renardance.ru
1654,www.dvjfootballist.ru
1655,www.sporttec.ru      www.newbreath.ru
1656,www.FES.ru
1657,http://www.greenhill.ru/ http://intertexplus.ru/
1658,www.borcy.ru
1659,футбол.ru
1660,http://www.klitschko.com/
1661,www.EverlastBoxing.ru
1662,www.i-Jet.ru
1663,zel-football.ru
1664,nmfl.ru
1665,http://idance.su/
1666,www.balletmoskva.ru
1667,http://www.prokoni.ru
1668,http://www.badmintonforyou.com
1669,http//foto-hockey.ru
1670,http://www.hckomar.ru/
1671,fanat1k.ru
1672,http://koni-love.ucoz.ru/
1673,http://www.baltbet.ru
1674,http://arsenal-hockey.ru
1675,http://www.sportbeach.ru/
1676,www.championika.ru
1677,risuy.info
1678,http://www.ydacha.ru/
1679,http://professionalshow.ru/organizaciya-boev/
1680,скоро будет
1681,http://no-game.clan.su/
1682,www.integral.football
1683,http://goldstar-dance.ru
1684,www.ibalet.ru
1685,www.streetballin.net
1686,https://www.ndress.ru/
1687,http://chess.vl.ru/rcca/
1688,http://www.sambo-70.ru/
1689,http://gershwin.music.mos.ru/
1690,www.keysport.ru
1691,www.mvp.hockey
1692,Www. Majestic-show.ru
1693,master.judo-zao.ru
1694,пока что нету!!
1695,http://alexis-dance.ru
1696,www.bskt.org и http://basketvolley.ru/basketball/index.php
1697,http://innovation-hc.ru/
1698,www.hustledance.ru
1699,www.inoprosport.ru
1700,www.bal-tanch.ru
1701,https://www.fc-platinum.club
1702,http://kitek.org/
1703,Instagram.com/c.b.b.l
1704,http://kiparik.ru/
1705,http://haydn.music.mos.ru/
1706,archerytag.ru
1707,http://judo.moy.su/
1708,http://www.1nation.ru/fun-box
1709,оО
1710,http://academy.sportbeach.ru/
1711,http://www.varyag-club.ru
1712,@dancesport_nekrasovka
1713,hockeyline.pro
1714,www.art-katura.ru
1715,http://dancing-fashion.ru/
1716,www.soul5.ru
1717,http://www.luxballet.com
1718,http://footballreview.ru/futsal/
1719,www.pyatnica.pub
1720,vtrhockey.com
1721,http://www.sportzone.ru/sport/rules.html?sport=volleyball
1722,http://styleclub.ru/styles/hustle/novice
1723,www.pietroelucia.com
1724,judo-zao.ru  |  judo-zao@ya.ru
1725,Vin_bet
1726,http://www.balet-poruvaeva.ru
1727,www.sportedu.ru
1728,http://www.kinopoisk.ru/level/1/film/6175/
1729,https://box18.top
1730,http://bkmclub.ru
1731,http://milargodance.wix.com/shoy
1732,http://dancarto.ru/schedule/6
1733,http://west-hollywood.wix.com/express
1734,http://volleyball.businesschampions.ru/
1735,virtuozy-msk.ru
1736,Пока нету
1737,http://www.gambler.ru/forum/index.php?showforum=23
1738,пока нет
1739,наш клуб дзюдо кит боксинг самбо
1740,https://www.blackfurya.com
1741,http://hcmorskielvy.ru/
1742,http://taktika.in
1743,https://www.lionfootballclub.ru
1744,https://www.vcajax.ru/
1745,vknotakte.ru
1746,vbasket.ru
1747,www.football.ru
1748,fsfrf.rf
1749,http://sambo-goncharov.ru/
1750,http://www.bsc-spartak.ru/
1751,http://www.prohockey.ru
1752,http://www.basket.ru/
1753,http://balletfederation.com/
1754,www.firststepbasket.ru
1755,sport1420.jimdo.com
1756,http://mc-arti.ucoz.com :      http://www.realcapoeira.ru    :  www.wrestrus.ru
1757,http://www.fight-sport.ru/
1758,www.ivara.ru
1759,fencing.ucoz.ru
1760,https://www.outsidethebox.ru/
1761,http://luch-mossport.ru/volejbol/
1762,dmsh-69@mail.ru
1763,www.chelseafc.ru
1764,http://kurnyavkabox.ru
1765,http://71.music.mos.ru/
1766,Скоро откроем
1767,www.алх.рф
1768,https://khachaturian.music.mos.ru/
1769,husbasket.ru
1770,http://fightjab.ru/
1771,artobolevskaya.music.mos.ru
1772,В развитии
1773,www.Mosvolley.com
1774,www.goldendance.ru http://www.hustleclubenergy.ru/
1775,http://miet.ru/structure/s/354/e/32400/113
1776,chessinv.ru
1777,www.tigrisfight.ru
1778,Спонсор турнира по мини-футбол интернет магазин  http://sokolmag.ru
1779,detkivbaletkah.ru
1780,http://zelenograd.belikepro.ru
1781,http://moscowboxing.ru/
