,url,email,phone,vk.com,instagram.com,facebook.com,image_source,schedule,title,ok.ru,address,metro_station
0,http://renardance.ru,renardance@mail.ru,+7(999)999-99-99,,https://www.instagram.com/renar.dance/,https://www.facebook.com/profile.php?id=100005192798463&fref=ts,http://www.renardance.ru/photo/ballet/ballet_3_1_s.jpg,,Школа танцев RenarDance в Москве,,,
0,http://www.dvjfootballist.ru,,,,,,,,,,,
0,http://www.sporttec.ru      www.newbreath.ru,,,,,,,,,,,
0,http://www.FES.ru,,,,,,,,,,,
0,http://www.greenhill.ru/ http://intertexplus.ru/,,,,,,,,,,,
0,http://www.borcy.ru,vds@timeweb.ru,,,,,,,Этот домен припаркован компанией Timeweb,,,
0,http://футбол.ru,,,,,,,,,,,
0,http://www.klitschko.com/,,,,,,,,OFFICIAL,,,
0,http://www.EverlastBoxing.ru,shop@everlastboxing.ru,+7 (495) 662-48-38,http://vk.com/everlast_official,,http://www.facebook.com/EverlastOfficial,http://www.EverlastBoxing.ru/upload/iblock/62d/everlast_840x265_4.jpg https://sun1-83.userapi.com/8tLBGXgRr1RQQUvjLBvfFM7fXEq5BQqqJV8ssw/wlA24Gk8bSA.jpg?ava=1,,"EverLast RUSSIA – интернет магазин боксерской экипировки, одежды для бокса",,,
0,http://www.i-Jet.ru,Rating@Mail.ru,8 (999) 529-09-18,,,,,,Новые Вести,,,
0,http://zel-football.ru,zelfedfootball@gmail.com,5673 837 16 16,http://vk.com/club161120056,,, https://sun9-5.userapi.com/c855232/v855232254/25803/ZzghP1hv-Ws.jpg?ava=1,http://zel-football.ru/week_calendar?week=17&year=2020,Зеленоградский футбол,,Зеленоградский футбол,
0,http://nmfl.ru,info@nmfl.ru,+7 911 812 91 35,,,,,,,,,
0,http://idance.su/,,,,,,,,,,,
0,http://www.balletmoskva.ru,,,,,,,,,,,
0,http://www.prokoni.ru,frankoni@bk.ru,8 916 127 15 72,https://vk.com/prokoni_ru,https://www.instagram.com/prokoni.ru/,https://www.facebook.com/prokoni.ru/, https://sun9-62.userapi.com/c638016/v638016292/2aba6/ZRsoHpPCOlk.jpg?ava=1,,"Prokoni.ru - самый популярный портал о конном спорте, лошадях. Форум, дневники, репортажи, фотографии, продажа и покупка лошадей. Конный магазин.",,,
0,http://www.badmintonforyou.com,,,,,,,,,,,
0,http//foto-hockey.ru,,,,,,,,,,,
0,http://www.hckomar.ru/,hckomar@mail.ru,,https://vk.com/komarofficialgroup,,https://www.facebook.com/HockeyClubKomAr, https://sun9-32.userapi.com/c837431/v837431827/372de/A1-ezss-aus.jpg?ava=1,,hckomar,http://ok.ru/group/53016464261240,,
0,http://fanat1k.ru,,,,,,,,,,,
0,http://koni-love.ucoz.ru/,,,,,,,,,,,
0,http://www.baltbet.ru,report@baltbet.ru,+7 (999) 999-99-99,,,,https://www.baltbet.ru:443/Content/shared/images/logo-cps.png,,Ставки на спорт. Букмекерская контора «Балтбет»,,,
0,http://arsenal-hockey.ru,info@arsenal-hockey.ru,+7 (903) 662-97-94,,,,,http://arsenal-hockey.ru/calendar/?date=7-5-2020,Хоккейный Клуб АРСЕНАЛ - Главная,,,
0,http://www.sportbeach.ru/,1@sportbeach.ru,8-906-098-25-45,https://vk.com/id10178790,https://www.instagram.com/sportbeach.ru/,https://www.facebook.com/groups/sportbeach.ru/about/,https://www.sportbeach.ru:443/netcat_files/741_8.jpg ,https://www.sportbeach.ru:443/calendar/,«SportBeach» - Лига пляжного спорта,https://ok.ru/sportbeachru,,
0,http://www.championika.ru,pr@championika.ru,8 499 490 78 95,,,,https://championika.ru/_img/logo.png,,"Занятия футболом для детей в Москве, тренировки для детей по футболу в Чемпионике",,,
0,http://risuy.info,,,,,,,,,,,
0,http://www.ydacha.ru/,info@ydacha.ru,+7 (495) 746-00-00,https://vk.com/video-35174230_456239023,https://www.instagram.com/vasha_dacha/,https://www.facebook.com/vashadacha, ,,"Продажа земельных участков в Подмосковье | Купить участок недорого для ПМЖ, с коммуникациями у собственника - компании ""Удача""",,,
0,http://professionalshow.ru/organizaciya-boev/,,,,,,,,,,,
0,http://скоро будет,,,,,,,,,,,
0,http://no-game.clan.su/,,,,,,,,,,,
0,http://www.integral.football,football.integral@gmail.com,+7 (499) 398-15-10,https://vk.com/integral_football,https://www.instagram.com/integral_football/,https://www.facebook.com/%D0%A6%D0%9F%D0%AE%D0%A4-%D0%98%D0%BD%D1%82%D0%B5%D0%B3%D1%80%D0%B0%D0%BB-174909196479056/,https://integral.football/wp-content/uploads/2020/04/hBGUxfRDe-c-323x334.jpg https://sun9-19.userapi.com/c855136/v855136553/1bd288/cb6925K0nNI.jpg?ava=1,https://integral.football/ploshhadki-raspisanie/,Футбольная секция для детей в Москве,,"Барклая, 5а",Багратионовская
0,http://goldstar-dance.ru,goldstardance@mail.ru,+7 (915) 087-86-43,http://vk.com/goldstardance,https://instagram.com/ballroom_dance_moscow/,https://www.facebook.com/goldstardanceru, ,,Школа бальных танцев в Москве,http://ok.ru/goldstardanceru,,
0,http://www.ibalet.ru,,,,,,,,,,,
0,http://www.streetballin.net,,,,,,,,,,,
0,https://www.ndress.ru/,info@ndress.ru,,https://vk.com/same_familylook,https://www.instagram.com/ndress_russia/,, ,,Купить Мужской Футболки в интернет магазин NDRESS,,,
0,http://chess.vl.ru/rcca/,,,,,,,,Хостинг Фаст-Ру прекратил предоставление услуг хостинга,,,
0,http://www.sambo-70.ru/,,,,,,http://XN---70-5CDF9DPU.XN--P1AI/file_handler.php?image=24768,,Самбо-70 - Добро пожаловать!,,,
0,http://gershwin.music.mos.ru/,dmshgershvina@culture.mos.ru,8 (800) 707 00 53,,,,,https://gershwin.music.mos.ru/education_activities/schedule/,ГБУДО г. Москвы «Детская музыкальная школа имени Дж. Гершвина»: Главная,,,
0,http://www.keysport.ru,keysportagency@gmail.com,7 495 777 77 77,http://vk.com/keysport,http://www.instagram.com/hockeyagency_keysport.ru,https://www.facebook.com/keysportagency,http://www.keysport.ru/modules/mod_news_pro_gk5/cache/k2.items.cache.1f9467ed0ebd32e9dc822d63c55d5401_Lnsp-704.jpg https://sun9-59.userapi.com/c639422/v639422542/1fc1/zpAfKUMP5wI.jpg?ava=1,http://www.keysport.ru/index.php?option=com_k2&view=itemlist&task=calendar&month=6&year=2020&catid=32&Itemid=640,Главная - Хоккейное агентство KeySport Agency,,,
0,http://www.mvp.hockey,,,,,,http://mvp.hockey/wp-content/uploads/2016/10/1F0E616C-0FAD-4034-A02E-F7FC15B1DDC41.jpg,,,,,
0,http://Www. Majestic-show.ru,,,,,,,,,,,
0,http://master.judo-zao.ru,judo-zao@ya.ru,8 925 910-56-96,https://vk.com/judokaisei,https://instagram.com/judokaisei,https://facebook.com/judokaisei, https://sun9-53.userapi.com/c624227/v624227376/2ee99/9RTlJCmKy00.jpg?ava=1,,Клуб ДЗЮДО «Мастер» | Главная,,"улица Маршала Неделина, 34к1",
0,http://пока что нету!!,,,,,,,,,,,
0,http://alexis-dance.ru,,,,,,,,,,,
0,www.bskt.org и http://basketvolley.ru/basketball/index.php,,,,,,,,,,,
0,http://innovation-hc.ru/,info@innovation-hc.ru,+7 (495) 767-30-99,https://vk.com/innovationhc,https://www.instagram.com/innovationhc/,https://www.facebook.com/innovation.hc/,https://innovation-hc.ru/assets/images/pole.jpg https://sun9-70.userapi.com/c636328/v636328038/5dcfb/DGRe2yC2W0k.jpg?ava=1,https://innovation-hc.ru/raspisanie.html,Крытый каток в Москве: Innovation hockey center,,Бережковская набережная дом 20 стр. 6,
0,http://www.hustledance.ru,Rating@Mail.ru,+7 (495) 777 21 23,,,,,http://www.hustledance.ru/raspisanie-zanjatij,Главная - Танцевальный клуб Движение,,,
0,http://www.inoprosport.ru,info@rare.ru,+7 (499) 409-96-79,https://vk.com/public156048843,https://www.instagram.com/inoprosport,https://www.facebook.com/inoprosport.ru/, ,,Иностранная пресса о российском спорте и не только,,,
0,http://www.bal-tanch.ru,,,,,,,,,,,
0,https://www.fc-platinum.club,,,,,,,,,,,
0,http://kitek.org/,89032858851@mail.ru,+7 (903) 285-88-51,https://vk.com/kitek_boxing_club,https://instagram.com/kitek.boxing/,, https://sun9-68.userapi.com/c840329/v840329430/88bd7/dNv3lT5lBpQ.jpg?ava=1,http://kitek.org/tseny/,"Школа бокса Китэк в Москве, кикбоксинг, тайский бокс",,"Открытое ш., д.15, стр.21",
0,http://Instagram.com/c.b.b.l,,,,,,,,,,,
0,http://kiparik.ru/,info@kiparik.ru,8-905-555-02-91,,,,,,"купить в интернет магазине - Интернет Магазин - у нас вы найдете бейсболки, кепки с прямым козырьком, snapback, шапки и аксессуары.",,,
0,http://haydn.music.mos.ru/,haydn.dmsh@mail.ru,8 (495) 702-77-21,https://vk.com/haydn.dmsh,https://www.instagram.com/haydn.dmsh,https://www.facebook.com/haydndmsh, https://sun9-58.userapi.com/c850336/v850336832/30f95/XzulVY_PoFk.jpg?ava=1,https://haydn.music.mos.ru/education_activities/schedule/,ГБУДО г. Москвы «Детская музыкальная школа имени Йозефа Гайдна»: Главная,,"ул. Новокосинская, 26",
0,http://archerytag.ru,,,,,,,,Сотрудничество,,,
0,http://judo.moy.su/,,,,,,,,,,,
0,http://www.1nation.ru/fun-box,,+7 (915) 316-28-00,http://vk.com/fun_box,,,http://www.1nation.ru/media/k2/items/cache/ce742d950ca63a98d59ecec5eba0da2e_M.jpg https://sun9-37.userapi.com/c604819/v604819007/1733f/vW3p3rnXctE.jpg?ava=1,,"FUN BOX"" фестиваль для начинающих танцоров",,,
0,http://оО,,,,,,,,,,,
0,http://academy.sportbeach.ru/,,,,,,,,,,,
0,http://www.varyag-club.ru,info@varyag-club.ru,+7 (999) 999-99-99,https://vk.com/skbivaryagclub,https://www.instagram.com/varyag_club/,https://www.facebook.com/varyagclub/, https://sun1-29.userapi.com/XaFEPHNJrw3xHxM0AhHEBRDOzbuUn4zyzWdFMg/XJKZZi_5sZw.jpg?ava=1,,– Единоборства в Москве,,"Хорошёвский проезд, 14",
0,http://@dancesport_nekrasovka,,,,,,,,,,,
0,http://hockeyline.pro,admin@hockeyline.pro,,https://vk.com/hockeylinepro,,, https://sun9-45.userapi.com/c849336/v849336346/aef2c/f9M07mksEYM.jpg?ava=1,,качественные прогнозы на хоккей,,,
0,http://www.art-katura.ru,,,,,,,,,,,
0,http://dancing-fashion.ru/,,,,,,,,,,,
0,http://www.soul5.ru,,,,,,,,,,,
0,http://www.luxballet.com,LuxBallet@mail.ru,+7 (916) 434-36-51,https://vk.com/luxballet,https://www.instagram.com/luxballet,, https://sun1-21.userapi.com/bg88zRT5txVjeSW9Nq0prvHM_ajhZ-DxE9sqKw/Ofg93EA_pPs.jpg?ava=1,,Классический балет на заказ | LuxBallet | Москва,,,
0,http://footballreview.ru/futsal/,support@masterhost.ru,,,,,,,[.m] masterhost - профессиональный хостинг сайта,,,
0,http://www.pyatnica.pub,,,,,,,,,,,
0,http://vtrhockey.com,vtrhockey@yandex.ru,8 (800) 555 02 69,https://vk.com/vtr_hockey,https://www.instagram.com/vtrhockey/,,https://vtrhockey.com/thumb/2/Q8PEC5U0Nmo2Qx3xHDhQQQ/1440r/d/dsc_8888.jpg https://sun9-23.userapi.com/c857436/v857436649/45277/6uymnZll5c4.jpg?ava=1,,В тени рекордов Хоккейная жизнь,,,
0,http://www.sportzone.ru/sport/rules.html?sport=volleyball,,,,,,,,,,,
0,http://styleclub.ru/styles/hustle/novice,,,,,,,,,,,
0,http://www.pietroelucia.com,,,,,,,,,,,
0,http://judo-zao.ru  |  judo-zao@ya.ru,,,,,,,,,,,
0,http://Vin_bet,,,,,,,,,,,
0,http://www.balet-poruvaeva.ru,info@balet-poruvaeva.ru,+7 (903) 283 36 33,https://vk.com/baletporuvaeva,https://www.instagram.com/baletporuvaeva/,, https://sun9-22.userapi.com/c627523/v627523728/2bd2f/XLIZSPRoFfI.jpg?ava=1,,Balet Poruvaeva - The ice show,,Балет на льду под руководством Порываевой,
0,http://www.sportedu.ru,history@sportedu.ru,+7 (966) 132-31-95,https://vk.com/club41423,https://www.instagram.com/rsupe_life/,https://www.facebook.com/sportedu,https://www.sportedu.ru/misc/rewards/orden-lenina-3tip-a.jpg https://sun1-95.userapi.com/K8ZOrGzm2sQFKMpWW2l0EyKdHnxJ3cI45jmtNw/KyzdA_KwvC0.jpg?ava=1,,"Российский государственный университет физической культуры, спорта, молодёжи и туризма (ГЦОЛИФК)",,Сиреневый бульвар дом 4,
0,http://www.kinopoisk.ru/level/1/film/6175/,,,,,,,,,,,
0,https://box18.top,,8-926-192-77-99,,,,,,"Ремонт-разборка Mercedes w123,w124,w201",,,
0,http://bkmclub.ru,club.bkm@yandex.ru,+7 (985) 091-33-11,,,,https://bkmclub.ru/Content/Images/robot.jpg,,БКМ Club - клуб настольного тенниса. Настольный теннис в Москве,,,
0,http://milargodance.wix.com/shoy,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,+7 (906) 737 48 79,http://vk.com/milargo,,,"https://static.wixstatic.com/media/84770f_af4a8bf32767ed13ea218123feb91fc8.png/v1/fill/w_135,h_28,al_c,usm_0.66_1.00_0.01,blur_2/84770f_af4a8bf32767ed13ea218123feb91fc8.png https://sun9-47.userapi.com/c636822/v636822875/1d5c9/u4P0395DfuY.jpg?ava=1",,Главная,,,
0,http://dancarto.ru/schedule/6,,6 224-127-52-58,,,,,http://www.dancarto.ru/schedule/6,dancarto.ru - Данный веб-сайт выставлен на продажу! -&nbspdancarto Ресурсы и информация.,,,
0,http://west-hollywood.wix.com/express,Info@mysite.com,8(495) 773-22-14,http://vk.com/club20550849,,https://www.facebook.com/groups/519355011739861/, https://sun9-42.userapi.com/c9956/g20550849/b_45b4e0ef.jpg?ava=1,https://west-hollywood.wixsite.com/express/raspisanie,Школа танца Экспресс Москва ул. Ярцевская 7а/2,,,
0,http://volleyball.businesschampions.ru/,liga@businesschampions.ru,+7 (916) 967-55-74,,,,http://volleyball.businesschampions.ru/nox-themes/volleyball/images/logo.png,http://volleyball.businesschampions.ru/season-19/cup/schedule,«ЛИГА ЧЕМПИОНОВ БИЗНЕСА» - крупнейший корпоративный турнир по волейболу,,,
0,http://virtuozy-msk.ru,,,,,,,,,,,
0,http://Пока нету,,,,,,,,,,,
0,http://www.gambler.ru/forum/index.php?showforum=23,support@gambler.ru,,,,,,,"Шведки, все темы. Форум клуба Гамблер",,,
0,http://пока нет,,,,,,,,,,,
0,http://наш клуб дзюдо кит боксинг самбо,,,,,,,,,,,
0,https://www.blackfurya.com,info@blackfurya.com,,https://vk.com/hc_bf,,,"https://static.wixstatic.com/media/e3b3a6_72671b4bd4484586a583077f9c4985d3~mv2.jpg/v1/crop/x_20,y_0,w_976,h_1274/fill/w_276,h_360,al_c,q_80,usm_0.66_1.00_0.01,blur_2/e3b3a6_72671b4bd4484586a583077f9c4985d3~mv2.jpg https://sun9-53.userapi.com/c858124/v858124752/e7f16/rzZLx5sGSpg.jpg?ava=1",,Хоккей | Москва,,,
0,http://hcmorskielvy.ru/,,+7(916)175-14-60,https://vk.com/hockeyclub_sealions,https://www.instagram.com/hc_sea_lions/,https://www.facebook.com/pages/category/Sports-Team/%D0%A5%D0%9A-%D0%9C%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B5-%D0%BB%D1%8C%D0%B2%D1%8B-131042681000380/, https://sun9-24.userapi.com/c855036/v855036331/1f3128/UAjTrKYYgVk.jpg?ava=1,,Хоккейный клуб «Морские львы» - набор в команду!,,"Москва, ул. Маршала Савицкого, д. 7 ",
0,http://taktika.in,info@taktika.in,,,,,,,Главная,,,
0,https://www.lionfootballclub.ru,,,,,,,,,,,
0,https://www.vcajax.ru/,,,https://www.vk.com/vcajax,,, ,,АЯКС — Волейбольный клуб,,,
0,http://vknotakte.ru,,,,,,,,,,,
0,http://vbasket.ru,,,,,,,,Банковская деятельность. Банк «Преображенский». Кредиты и инвестиции. Льготная ипотека.,,,
0,http://www.football.ru,,,,,,,,,,,
0,http://fsfrf.rf,,,,,,,,,,,
0,http://sambo-goncharov.ru/,goncharov.a.v@mail.ru,+7 (963) 999-05-53,,https://instagram.com/,,,,о школе,,,
0,http://www.bsc-spartak.ru/,press@bsc-spartak.ru,+7(495)123-45-67,https://vk.com/BSC_Spartak,https://instagram.com/BSC_Spartak,https://facebook.com/Spartak.BSC, https://sun9-15.userapi.com/c638223/v638223246/675de/-dg0fyfKixc.jpg?ava=1,http://www.bsc-spartak.ru/cgi-bin/show.pl?option=Schedule,Спартак Пляжный Футбольный Клуб,,,
0,http://www.prohockey.ru,,,,,,,,,,,
0,http://www.basket.ru/,,,,,,,,Первые в кино | Неизданная книга,,,
0,http://balletfederation.com/,,+7 (499) 248 21 66,,,,http://balletfederation.com//wp-content/uploads/2016/09/76_v2.png,,Международная федерация балетных конкурсов – МФБК,,,
0,http://www.firststepbasket.ru,office@firststepbasket.ru,+7 (495)662-11-82,https://vk.com/basketballacademy_firststep,https://www.instagram.com/first_1step/,https://www.facebook.com/%D0%91%D0%B0%D1%81%D0%BA%D0%B5%D1%82%D0%B1%D0%BE%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F-%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F-537903936418335/, https://sun9-58.userapi.com/c858528/v858528196/f3a5a/AKX90GJEtr0.jpg?ava=1,,Баскетбольная Академия Первый Шаг,,"Кутузовский проспект, 36с3",Кутузовская
0,http://sport1420.jimdo.com,,,,,http://www.facebook.com/sharer.php?u=https://sport1420.jimdofree.com/&t=%D0%93%D0%BB%D0%B0%D0%B2%D0%BD%D0%B0%D1%8F,,,Самая тяжелая работа - это работа над собой!,,,
0,http://mc-arti.ucoz.com :      http://www.realcapoeira.ru    :  www.wrestrus.ru,,,,,,,,,,,
0,http://www.fight-sport.ru/,,,,,,,,,,,
0,http://www.ivara.ru,dance@ivara.ru,8(499)125-52-10,https://vk.com/ivara,https://www.instagram.com/ivara.studio/,https://www.facebook.com/IvaraStudio/,https://ivara.ru/images/new/news/app_big.jpg https://sun1-15.userapi.com/c841123/v841123551/1fe66/piViJR43d6o.jpg?ava=1,https://ivara.ru/raspisanie-zanyatiy/schedule/1569-wcs-nachinayushchie-2020-04-06.html,"Ивара — школа парных танцев в Москве: хастл, аргентинское танго, бачата, буги-вуги, west coast swing, сальса.",,"Нижняя Сыромятническая улица, 11с65",Курская (линия 5)
0,http://fencing.ucoz.ru,,,,,,,,,,,
0,https://www.outsidethebox.ru/,,,,,,,,,,,
0,http://luch-mossport.ru/volejbol/,,,,,,,,,,,
0,http://dmsh-69@mail.ru,,,,,,,,,,,
0,http://www.chelseafc.ru,support@workgroup.openfire.ihead.ru,,,,,,,,,,
0,http://kurnyavkabox.ru,,8(916)437-38-51,https://vk.com/boxmoscow,,https://www.facebook.com/, https://sun9-49.userapi.com/c637231/v637231355/32082/DiokZ5sdpoo.jpg?ava=1,,"Боксерский клуб чемпиона мира Андрея Курнявка, Москва",,,
